quelle_strang,handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
M3,@Panda-Paw,https://www.youtube.com/@Panda-Paw,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Sneaker-/Product-Design / Tech Gadgets,'Japan's AI-designed ... shoe pod' – Futuristische Produkt-Konzepte,US/EN,Kanal erstellt 2025-10-16,2025-10-21,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate); Beitrittsdatum VERIFIED (YouTube About),"130,000",2026-09-26,VERIFIED (YouTube About via NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,70,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"2,500,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/d9FRo5MkHco,"155,629,679",2026-01-03,https://youtube.com/shorts/d9FRo5MkHco|155.6M|2026-01-03; https://youtube.com/shorts/zIZnrCmHrtk|84M|UNKNOWN; https://youtube.com/shorts/ePcBjaG5Wgs|34M|UNKNOWN; https://youtube.com/shorts/qdzkCG7-MKE|27M|UNKNOWN; https://youtube.com/shorts/UId-C8L_UOo|22M|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts); Top-1 VERIFIED via YouTube-Videodetails,≥5,UNKNOWN,VERIFIED,"Video-Keywords 'Sora AI Video', 'AI Fashion', 'AI Art', 'Concept Design'; Titel 'AI-Designed'",Sora (Keyword),"C-Äquivalent (<100 Videos, >100K) + E",teilweise (Views >> Abos),UNKNOWN,UNKNOWN,https://www.youtube.com/@Panda-Paw | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,"Top-Short 155,6 Mio (2026-01-03) bei nur 130K Abos -> niedrige Abo-Konversion typisch für Konzept-Produkt-Clips. Kanalbeschreibung (Ziggy-Stories) passt nicht mehr zum Inhalt = Pivot."
M3,@CreativeAIConcept,https://www.youtube.com/@CreativeAIConcept,YouTube Shorts (Cross-Plattform-Zwilling; IG-Präsenz ungeprüft falls nicht genannt),AI Homes / Tiny Houses,'Turning a Rusted School Bus into a DREAM Home' – Umbau-Konzepte,RO/EN,UNKNOWN,2026-01-28,THIRD-PARTY OBSERVED (NexLev firstVideoUploadDate),"40,900",2026-09-26,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,30,THIRD-PARTY OBSERVED (NexLev),UNKNOWN,"14,000","THIRD-PARTY OBSERVED (NexLev medianViews, Shorts)",https://youtube.com/shorts/RvOWSU-RRMQ,12M,UNKNOWN,https://youtube.com/shorts/RvOWSU-RRMQ|12M|UNKNOWN; https://youtube.com/shorts/mzDDbE0pP9Y|8M|UNKNOWN; https://youtube.com/shorts/KZLLWQ8ldWQ|3.7M|UNKNOWN; https://youtube.com/shorts/xhfDF1iSv-Y|1.8M|UNKNOWN; https://youtube.com/shorts/ve0RdcDLPc8|767K|UNKNOWN,THIRD-PARTY OBSERVED (NexLev topShorts),4,UNKNOWN,VERIFIED,Kanalname 'CreativeAIConcept'; 'We make the impossible a reality',UNKNOWN,keine (zu klein),"JA (40,9K Abos, Top 12M, Median nur 14K)",UNKNOWN,UNKNOWN,https://www.youtube.com/@CreativeAIConcept | NexLev search_shorts_niche_finder_channels (2026-09-26),2026-09-26,
M3,@vukovic_vlad,https://www.tiktok.com/@vukovic_vlad,TikTok (Cross-Plattform-Zwilling von @not_your_basic_build / Bau Rausch),AI Homes / House Build Timelapse + AI Interior,"AI Design & Renovation, cozy Makeovers",DE/EN,TikTok-Account erstellt 2024-07-24,UNKNOWN,VERIFIED (TikTok createTime),"1,474,629",2026-09-26,VERIFIED (tiktok.com Public-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine,UNKNOWN,133,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"21,73 Mio Likes gesamt",VERIFIED,"TikTok-Bio: 'AI Design & Renovation', '1B+ views in the 30 days', 'Get AI Builder: Starter Guide'",UNKNOWN,kein IG-Account – Kontext,nein,"JA: Guide-Verkauf via vukovic.ink (Starter 9,99 €, Pro Max 24,99 €, Mentoring 199,99 €)",https://vukovic.ink,https://www.tiktok.com/@vukovic_vlad | https://vukovic.ink/,2026-09-26,"'1B+ views in 30 days' SELF-REPORTED, undatiert."
M4,fit_aitana,https://www.instagram.com/fit_aitana/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Fitness/Fashion/Lifestyle,ES / Spanisch-Englisch,2023 (lt. Hypefy); andere Quellen 2022/2024,UNKNOWN,THIRD-PARTY OBSERVED (widersprüchlich),404000,2026-09 (Artikeldatum),THIRD-PARTY OBSERVED,393000 (Snapshot 2026-08-20),"402000 (Snapshot 2026-07-31, '402K+')",UNKNOWN,391000 (Snapshot 2026-05-11),"362K (yoloco 2025-05-30); ~386K (bracai 2026-02-06 / aipulled Apr 2026); 391K (nataliajohansson, Stand 2026-05-11); 402K+ (hypefy 2026-07-31); 393K (kolsquare 2026-08-20); 404K (creatorflow 2026-09)","THIRD-PARTY OBSERVED (verschiedene Quellen, gerundet, nicht streng monoton) -> ca. +3% in 120 Tagen",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Agentur The Clueless legt KI-Model offen; Presse/Wikipedia,"Flux 1 Krea Dev, Character-LoRA, Topaz Video AI (lt. aipulled)",Legacy/Kontext,nein (keine belastbaren Reel-Views),"ja lt. Dritten: Affiliate + Brand Deals (creatorflow), Fanvue-/OpenArt-Ambassador (aipulled); ~3.000–10.000 EUR/Monat (SELF-REPORTED/Presse)",UNKNOWN,https://creatorflow.so/blog/ai-influencers-instagram/ | https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram | https://aipulled.com/news/ai-instagram-influencers-q1-2026.html,2026-09-26,"Stabiles, langsames Wachstum; kein 2026-Momentum-Case"
M4,millasofiafin,https://www.instagram.com/millasofiafin/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Nordic Lifestyle/Fashion + AI-Musik,FI / Englisch,2022 (lt. invideo),UNKNOWN,THIRD-PARTY OBSERVED,675000,2026-09 (nataliajohansson Sept-Refresh),THIRD-PARTY OBSERVED (gerundet ~675K),UNKNOWN,675000 (Snapshot 2026-07-31),UNKNOWN,UNKNOWN,"232K (yoloco 2025-05-30); 233K (invideo, undatiert); 479K (bracai, Update 2026-02-06); 675K (hypefy 2026-07-31); ~675K (nataliajohansson Sept 2026)",THIRD-PARTY OBSERVED -> ca. +196K zwischen Feb und Ende Juli 2026 (+41%); Aug/Sep flach (gerundet),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,In allen AI-Influencer-Rankings als virtuelle Influencerin gelistet (Favikon Rang 1 als milla_sofia),UNKNOWN,Legacy mit starkem H1-2026-Wachstum (Kontext),nein (keine belastbaren Reel-Views),Brand-Kampagnen (lt. nataliajohansson); Affiliate nicht belegt,UNKNOWN,https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram | https://invideo.io/blog/ai-influencers-on-instagram/ | https://www.favikon.com/blog/top-ai-influencers-instagram,2026-09-26,"Handle-Konflikt: Favikon nennt 'milla_sofia', andere Quellen 'millasofiafin'. Stärkstes datiertes Wachstum unter den Legacy-Personas, aber v. a. vor dem 120-Tage-Fenster"
M4,grannyspills,https://www.instagram.com/grannyspills/,Instagram,AI Virtual Influencer / AI-Persona,AI-Persona Luxus-Lifestyle/Fashion-Kommentar (75-jährige KI-Oma),US / Englisch,2025-07 (lt. kolsquare),UNKNOWN,THIRD-PARTY OBSERVED,2200000,2026-09 (creatorflow),THIRD-PARTY OBSERVED,1900000 (Snapshot 2026-08-20),UNKNOWN,UNKNOWN,UNKNOWN,"'1 Mio. Follower innerhalb weniger Wochen' (creatorflow/Suchsnippets); 1,9M (kolsquare 2026-08-20); 2,2M (creatorflow 2026-09); '2 million' (Such-Snippet invideo/hypefy)","THIRD-PARTY OBSERVED (zwei datierte Snapshots, ~+300K in ~1 Monat; Rundung beachten)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Presse nennt Macher (Eric Suarez, Adam Vaserstein) und KI-Charakter",UNKNOWN,B (bis ca. 07/2026 erfüllt; heute ~14 Monate alt) + Momentum,nein (keine belastbaren Reel-Views),"Brand Deals; geschätzt 26.000–77.000 EUR pro Post/Reel (kolsquare, ESTIMATED)",UNKNOWN,https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://creatorflow.so/blog/ai-influencers-instagram/ | https://invideo.io/blog/ai-influencers-on-instagram/,2026-09-26,Stärkster Persona-Momentum-Case im Cluster; Gegenposition zur übersättigten 'junge Frau'-Persona
M4,naina_avtr,https://www.instagram.com/naina_avtr/,Instagram,AI Virtual Influencer / AI-Persona,AI-Persona Indian Fashion/Entertainment,IN / Englisch-Hindi,UNKNOWN,UNKNOWN,UNKNOWN,405000,2026-08-20,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"~375K (bracai, Update 2026-02-06); 405K (kolsquare 2026-08-20)",THIRD-PARTY OBSERVED -> ca. +30K in ~6 Monaten,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"'India's first AI superstar' (Favikon), The Naina Show",UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),Brand Collabs (kolsquare),UNKNOWN,https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://www.bracai.eu/post/ai-influencer-instagram | https://www.favikon.com/blog/top-ai-influencers-instagram,2026-09-26,UNKNOWN
M4,lilmiquela,https://www.instagram.com/lilmiquela/,Instagram,AI Virtual Influencer / AI-Persona,Virtuelle Fashion/Music-Persona (CGI),US / Englisch,2016,UNKNOWN,THIRD-PARTY OBSERVED,2400000,2026-09 (nataliajohansson),"THIRD-PARTY OBSERVED (Quellen widersprüchlich: 2,25M–3,3M)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"2,4M (yoloco 2025-05); ~3,0M (aipulled Apr 2026); 2,3M (hypefy 2026-07-31); 3,3M (kolsquare 2026-08-20); 2,25M (creatorflow 2026-09); ~2,4M (nataliajohansson 2026-09)","THIRD-PARTY OBSERVED, inkonsistent -> kein Wachstum ableitbar",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Offen virtuell (Brud/Dapper Labs),"Maya 3D, Magnific, Runway Act-Two (lt. aipulled)",Legacy/Kontext,nein (keine belastbaren Reel-Views),"Brand Deals (Prada, Calvin Klein, Samsung, BMW)",UNKNOWN,https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://creatorflow.so/blog/ai-influencers-instagram/ | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://aipulled.com/news/ai-instagram-influencers-q1-2026.html | https://yoloco.io/blog/top-ai-influencers-instagram,2026-09-26,UNKNOWN
M4,imma.gram,https://www.instagram.com/imma.gram/,Instagram,AI Virtual Influencer / AI-Persona,"Virtuelle Street-Style/Fashion-Persona (CGI, Tokio)",JP / Japanisch-Englisch,2018,UNKNOWN,THIRD-PARTY OBSERVED,380000,2026-09 (nataliajohansson),THIRD-PARTY OBSERVED (gerundet),386000 (Snapshot 2026-08-20),379000 (Snapshot 2026-07-31),UNKNOWN,UNKNOWN,391K+ (yoloco 2025-05); ~387K (aipulled Apr 2026/bracai Feb 2026); 379K (hypefy 2026-07-31); 386K (kolsquare 2026-08-20); ~380K (nataliajohansson 2026-09),THIRD-PARTY OBSERVED -> seitwärts/leicht rückläufig,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Offen virtuell (Aww Inc./ModelingCafe),"UE5 MetaHuman, Stable Diffusion 3.5 (lt. aipulled)",Legacy/Kontext,nein (keine belastbaren Reel-Views),"Brand Deals (IKEA, Porsche Japan, Nike, Tiffany)",UNKNOWN,https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://aipulled.com/news/ai-instagram-influencers-q1-2026.html | https://yoloco.io/blog/top-ai-influencers-instagram,2026-09-26,aipulled nennt Handle '@_imma.gram_' – Konflikt
M4,noonoouri,https://www.instagram.com/noonoouri/,Instagram,AI Virtual Influencer / AI-Persona,Virtuelle Couture-Persona (stilisiertes 3D),DE / Englisch,2018,UNKNOWN,THIRD-PARTY OBSERVED,470000,2026-09 (nataliajohansson; creatorflow nennt 456K),THIRD-PARTY OBSERVED,UNKNOWN,459000 (Snapshot 2026-07-31),UNKNOWN,UNKNOWN,499K (yoloco 2025-05); ~482K (bracai 2026-02); ~480K (aipulled Apr 2026); 459K (hypefy 2026-07-31); 456K (creatorflow 2026-09); ~470K (nataliajohansson 2026-09),THIRD-PARTY OBSERVED -> leicht rückläufig,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Offen virtuell (Joerg Zuber/Opium Effect), Warner-Music-Signing",UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),"Brand Deals (Dior, Versace, Marc Jacobs)",UNKNOWN,https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://creatorflow.so/blog/ai-influencers-instagram/ | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram,2026-09-26,UNKNOWN
M4,shudu.gram,https://www.instagram.com/shudu.gram/,Instagram,AI Virtual Influencer / AI-Persona,"Digitales Supermodel (High Fashion, CGI)",UK / Englisch,2017,UNKNOWN,THIRD-PARTY OBSERVED,239000,2026-08-20,THIRD-PARTY OBSERVED,UNKNOWN,236000 (Snapshot 2026-07-31),UNKNOWN,UNKNOWN,237K (yoloco 2025-05/invideo); ~238K (bracai 2026-02); 236K (hypefy 2026-07-31); 239K (kolsquare 2026-08-20),THIRD-PARTY OBSERVED -> flach,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Offen digital (Cameron-James Wilson / The Diigitals),"Marvelous Designer, V-Ray, Stable Diffusion 3.5 (lt. aipulled)",Legacy/Kontext,nein (keine belastbaren Reel-Views),"Brand Deals (Fenty Beauty, Balmain)",UNKNOWN,https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram,2026-09-26,UNKNOWN
M4,miazelu,https://www.instagram.com/miazelu/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Mediterranean Fashion/Travel,AU/EU / Englisch,Anfang 2024 (lt. getpassionfruit),UNKNOWN,THIRD-PARTY OBSERVED,233000,2026-04 (aipulled; bracai 2026-02 gleich),THIRD-PARTY OBSERVED (veraltet),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"~233K (bracai 2026-02, aipulled Apr 2026)","THIRD-PARTY OBSERVED, nur ein Stand",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Viral Wimbledon 2025 als KI-Persona; ZELU House,Flux 1.1 Pro + Character-LoRA (lt. aipulled),Legacy/Kontext,nein (keine belastbaren Reel-Views),UNKNOWN,UNKNOWN,https://aipulled.com/news/ai-instagram-influencers-q1-2026.html | https://www.bracai.eu/post/ai-influencer-instagram | https://www.getpassionfruit.com/blog/top-ai-generated-influencers-virtual-models-marketing-virality-mia-zelu-lil-miquela | https://www.favikon.com/blog/top-ai-influencers-instagram,2026-09-26,Handle-Konflikt: Favikon 'mia_zelu' vs. aipulled/bracai 'miazelu'
M4,anazelu,https://www.instagram.com/anazelu/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Fashion/Luxury Travel (Schwester-Persona),EU / Englisch,UNKNOWN,UNKNOWN,UNKNOWN,308000,2026-04 (aipulled; bracai 2026-02),THIRD-PARTY OBSERVED (veraltet),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"~308K (bracai 2026-02, aipulled Apr 2026)","THIRD-PARTY OBSERVED, nur ein Stand",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Gleicher Operator wie Mia Zelu (aipulled),UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),UNKNOWN,UNKNOWN,https://aipulled.com/news/ai-instagram-influencers-q1-2026.html | https://www.bracai.eu/post/ai-influencer-instagram | https://www.favikon.com/blog/top-ai-influencers-instagram,2026-09-26,"Favikon: 'ana_zelu'. Copycat-/Portfolio-Strategie: ein Operator, mehrere Personas"
M4,kyraonig,https://www.instagram.com/kyraonig/,Instagram,AI Virtual Influencer / AI-Persona,AI-Persona Fashion/Travel (Indien),IN / Englisch,2022-01,UNKNOWN,THIRD-PARTY OBSERVED,237000,2026-08-20,THIRD-PARTY OBSERVED,UNKNOWN,239000 (Snapshot 2026-07-31),UNKNOWN,UNKNOWN,248K (yoloco 2025-05); 239K (hypefy 2026-07-31); 237K (kolsquare 2026-08-20),THIRD-PARTY OBSERVED -> leicht rückläufig,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"'India's first AI influencer', Shark Tank India",UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),Brand Deal CaratLane (Schmuck) lt. kolsquare,UNKNOWN,https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://yoloco.io/blog/top-ai-influencers-instagram | https://www.favikon.com/blog/top-ai-influencers-instagram,2026-09-26,UNKNOWN
M4,rozy.gram,https://www.instagram.com/rozy.gram/,Instagram,AI Virtual Influencer / AI-Persona,Virtuelle K-Beauty/Fashion-Persona,KR / Koreanisch,2020,UNKNOWN,THIRD-PARTY OBSERVED,161000,2026-07-31,THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,173K (yoloco 2025-05); ~169K (bracai 2026-02); 161K (hypefy 2026-07-31),THIRD-PARTY OBSERVED -> rückläufig,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Sidus Studio X, offen virtuell",UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),100+ Werbespots (getpassionfruit),UNKNOWN,https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram | https://www.getpassionfruit.com/blog/top-ai-generated-influencers-virtual-models-marketing-virality-mia-zelu-lil-miquela,2026-09-26,Favikon nennt 'oh_rozy'
M4,kenza.layli,https://www.instagram.com/kenza.layli/,Instagram,AI Virtual Influencer / AI-Persona,AI-Persona Modest Fashion (Marokko/MENA),MA / Arabisch-Französisch-Englisch,2023 (invideo),UNKNOWN,THIRD-PARTY OBSERVED,204000,2025-05-30 (veraltet),THIRD-PARTY OBSERVED (veraltet),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,204K (yoloco 2025-05); in aipulled 'New Wave (50K+ Q1-2026-Wachstum)' gelistet,"THIRD-PARTY OBSERVED (Q1-2026-Wachstum nur als Kategorie, keine Zahl)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,'Miss AI' 2024,UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),"Brand Deals (Hyundai, Bioderma) lt. invideo",UNKNOWN,https://aipulled.com/news/ai-instagram-influencers-q1-2026.html | https://yoloco.io/blog/top-ai-influencers-instagram | https://invideo.io/blog/ai-influencers-on-instagram/,2026-09-26,UNKNOWN
M4,magazineluiza,https://www.instagram.com/magazineluiza/,Instagram,AI Virtual Influencer / AI-Persona,"Retail-Brand-Persona 'Lu' (Product-Ads/Reviews, CGI)",BR / Portugiesisch,2003 (Persona),UNKNOWN,THIRD-PARTY OBSERVED,9700000,2026-09 (creatorflow),"THIRD-PARTY OBSERVED (Quellen widersprüchlich 7M–9,7M)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"7,8M (yoloco 2025-05); ~8,4M (bracai 2026-02); 7M (aipulled Apr 2026); 9,3M (hypefy 2026-07-31); 8,8M (kolsquare 2026-08-20); ~9M (nataliajohansson, Stand Juli 2026); 9,7M (creatorflow 2026-09)","THIRD-PARTY OBSERVED, inkonsistent",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Offen virtuelle Markenfigur (CGI; generativer KI-Anteil unklar),UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),ja: Retail-Commerce der eigenen Marke (Produkt-Promotion),UNKNOWN,https://creatorflow.so/blog/ai-influencers-instagram/ | https://hypefy.ai/blog/top-ai-influencers-on-instagram | https://www.kolsquare.com/en/top-influencers/10-ai-influencers-transforming-social-media | https://nataliajohansson.com/2026/03/16/ai-fashion-influencers-instagram-2026/ | https://www.bracai.eu/post/ai-influencer-instagram | https://yoloco.io/blog/top-ai-influencers-instagram,2026-09-26,"Brand-Account, kein Creator-Case"
M4,casasbahia,https://www.instagram.com/casasbahia/,Instagram,AI Product-Ads / Brand-Persona,Retail-Maskottchen 'CB' (CGI),BR / Portugiesisch,UNKNOWN,UNKNOWN,UNKNOWN,4600000,2026-09 (creatorflow),THIRD-PARTY OBSERVED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://creatorflow.so/blog/ai-influencers-instagram/,"THIRD-PARTY OBSERVED, ein Stand",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Als virtuelle Markenfigur gelistet (CGI; generativer KI-Anteil unklar),UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),ja: Retail-Promotion der eigenen Marke,UNKNOWN,https://creatorflow.so/blog/ai-influencers-instagram/,2026-09-26,Brand-Account
M4,emilypellegrini,https://www.instagram.com/emilypellegrini/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Luxus-Lifestyle (Fanvue-Funnel),Südeuropa / Englisch,UNKNOWN,UNKNOWN,UNKNOWN,543000,2026-02 (bracai-Update),THIRD-PARTY OBSERVED (veraltet),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,~543K (bracai 2026-02-06),"THIRD-PARTY OBSERVED, ein Stand",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,In AI-Influencer-Rankings; Modell DM -> Fanvue (aipulled),UNKNOWN,Legacy/Kontext,nein (keine belastbaren Reel-Views),ja: Fanvue-Abo-Funnel (aipulled),UNKNOWN,https://www.bracai.eu/post/ai-influencer-instagram | https://aipulled.com/news/ai-instagram-influencers-q1-2026.html,2026-09-26,Handle-Konflikt: aipulled schreibt '@emily_pellegrini'
M4,daisy.nicholsxoxo,https://www.instagram.com/daisy.nicholsxoxo/,Instagram,AI Virtual Influencer / AI-Persona,AI-Model Lifestyle/Glamour (Fanvue-Creator),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000,"Q1 2026 (aipulled, Apr 2026)","THIRD-PARTY OBSERVED (Meilenstein, kein exakter Stand)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,aipulled: '100K Instagram Q1 2026',THIRD-PARTY OBSERVED (Meilenstein),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,Als Fanvue-KI-Creator in aipulled gelistet,UNKNOWN,möglicher A-Kandidat (Startdatum UNKNOWN),nein (keine belastbaren Reel-Views),ja: Fanvue-Abos; 'reportedly clears five figures monthly' (SELF-REPORTED/Presse),UNKNOWN,https://aipulled.com/news/ai-instagram-influencers-q1-2026.html,2026-09-26,"Monetarisierung über Adult-nahe Abo-Plattform, nicht über Affiliate"
