shortcode,url,handle,posted_at_utc,age_days,views,views_text,status_views,followers,followers_source,status_followers,vpf,tier,likes,comments,likes_per_view,comments_per_view,topic_index,topic_pct,topics,topic_groups,primary_group,location_any,status_codes,n_topics,post_year,post_hour_utc,post_weekday,meta_status,visual_status,media_type,followers_text,followers_at_fetch,posts_at_fetch,caption_len,caption_hashtags,caption_has_question,caption_emojis,caption_mentions,caption_link_hint,caption_comment_cta,caption_full,coder,room_primary,building_type,landscape,style_primary,style_secondary,palette_temp,brightness,lighting,view_through_window,people_present,cover_text,realism,production,production_evidence,shoppability,visual_quality,notable,caption_hook_category,caption_first_line,cta_type,location_claimed,price_claimed,ai_disclosed,account_kind_hint,language,rooms_visible,dominant_colors,materials,ambience_fx,cover_hooks,comments_per_like,views_per_day,adj_resid,adj_factor,location,location_from_topic,caption_len_bucket,hashtag_bucket,follower_bucket
DXFScnhjSSh,https://www.instagram.com/reel/DXFScnhjSSh/,pocketathome,2026-04-13T18:54:09.820000+00:00,164,147000.0,147K,"VERIFIED (public topic page, rounded)",17000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",8.647058823529411,4_VIRAL,,17.0,,0.00011564625850340137,1.6324264297612439,0.6666666666666666,home-office-design,room_generic,room_generic,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,18,Mon,ok,ok,reel,17K followers,17000.0,130.0,629,5,False,9,11,False,False,The before and after of our home office transformation ✨👩🏻‍💻  🤍 Details 🤍 Units: @diykitchens Knobs: @hendelandhendel Worktop: @howdensjoinery Chair: @cultfurniture Throw: @ellenvaleinteriors Light: @pookylights Lamp: @lauraashleyuk Blind: @blinds2go Panelling: @theenglishpanellingcompany  🎨 Paint 🎨 White: @farrowandball Wimborne White Blue: @littlegreenepaintcompany Bone China Blue Mid  Let me know what you think 🥰  ———  #homeoffice #homeofficeideas #homeofficedecor #homeofficedesign #homeofficeinspo  Home Office Transformation | Home Office Before and After | Home Office Inspo | Home Office Ideas | Home Office Furniture,cover-v2-embed,office,none_visible,none,other,,neutral,bright,daylight,False,False,Our home office transformation,real_existing,real_footage,real camera footage of own home with shallow depth of field; every product tagged in caption,high,high,"Soft-daylight, fully shoppable pale-blue panelled home office nook framed through a doorway, with every item tagged in the caption.",descriptive,The before and after of our home office transformation ✨👩🏻‍💻,question_engagement,,,False,lifestyle_influencer,en,office,blue;white;brown;gold,wood;rattan;leather;metal;fabric;plants;glass,none,text_overlay;door_or_threshold,,896.3414634146342,0.5329684556804518,3.411681304934003,,,401-1000,4-10,10k-100k
DbvGuZ_xYxg,https://www.instagram.com/reel/DbvGuZ_xYxg/,briarandlinen,2026-08-07T10:45:24.824000+00:00,48,147000.0,147K,"VERIFIED (public topic page, rounded)",21000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",7.0,4_VIRAL,8827.0,51.0,0.06004761904761905,0.0003469387755102041,1.7818181818181817,0.6666666666666666,modern-classic-interior-design,style,style,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,10,Fri,ok,ok,reel,21K followers,21000.0,98.0,378,5,False,0,0,False,False,"Some homes never go out of style. From grand entryways and richly layered living spaces to elegant kitchens, luxurious baths, and timeless bedrooms, every detail is designed to feel warm, refined, and collected. It's a style built on beautiful craftsmanship, classic materials, and enduring elegance. #moderntraditional #luxuryhomes #interiordesign #homedecor #designerinteriors",cover-v2-embed,stairs_hall,house,none,classical_luxury,,warm,medium,mixed,False,False,Timeless Luxury,aspirational_realistic,ai_generated,"AI-image look: over-perfect symmetry, garbled wall art and sconce details, uniformly glossy textures",medium,high,"Symmetrical black-trimmed archway framing a dining room, with herringbone floors, a lantern chandelier and a black-and-white staircase; a polished 'timeless luxury' entry shot.",aspirational,"Some homes never go out of style. From grand entryways and richly layered living spaces to elegant kitchens, luxurious b",none,,,False,theme_page,en,stairs_hall;dining,black;white;brown;beige,wood;leather;metal;fabric;plants,none,text_overlay;door_or_threshold,0.005777727427211964,3062.5,0.49064042020413995,3.0948558117836233,,,151-400,4-10,10k-100k
DcB7xmSPIsw,https://www.instagram.com/reel/DcB7xmSPIsw/,dream_homeworld,2026-08-14T18:15:18.013000+00:00,41,147000.0,147K,"VERIFIED (public topic page, rounded)",4000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",36.75,5_EXTREME_OUTLIER,9021.0,54.0,0.06136734693877551,0.0003673469387755102,0.3858267716535433,0.3333333333333333,cozy-cabin,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,18,Fri,ok,ok,reel,4K followers,4000.0,49.0,463,5,True,9,0,False,True,"❄️ A tiny cabin, a warm light, and a peaceful winter night... what more could you ask for? 🏡✨  While the snow quietly covers the world outside, the soft glow from this cozy cottage promises warmth, comfort, and peace. Sometimes, the smallest homes hold the biggest dreams. 🤍  Would you spend one snowy night here? 🌙🔥  Comment: ❄️ YES or 🏡 FOREVER  Follow for more cozy escapes and magical places. ✨  #CozyCabin #WinterWonderland #SnowNight #CozyHome #DreamCottage",cover-v2-embed,exterior_facade,cabin_chalet,snow,rustic_cozy,,cool,dark,night_artificial,False,False,,stylized_dreamy,ai_generated,"idealized painterly AI-image look (storybook lighting, too-perfect snow and cobbles); caption does not mention AI",low,high,"Storybook stone cottage buried in snow with a glowing lattice window, lantern-lit arched door, chimney smoke and a cobbled path taps a cozy-winter fantasy.",aspirational,"❄️ A tiny cabin, a warm light, and a peaceful winter night... what more could you ask for? 🏡✨",comment_keyword,,,False,theme_page,en,exterior_facade,white;blue;brown;orange,natural_stone;wood,snow;stars,exterior_reveal;door_or_threshold,0.005986032590621883,3585.3658536585367,0.2587023840383687,1.8142719413685793,,,401-1000,4-10,<10k
DU6LNIuDFOV,https://www.instagram.com/reel/DU6LNIuDFOV/,diy_craft_restore,2026-02-18T18:16:26.933000+00:00,218,147000.0,147K,"VERIFIED (public topic page, rounded)",31000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",4.741935483870968,3_VERY_GOOD,4444.0,9.0,0.030231292517006802,6.122448979591836e-05,0.1755223880597015,0.16666666666666666,garden-design,garden_outdoor,garden_outdoor,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,18,Wed,ok,ok,reel,31K followers,31000.0,158.0,169,5,False,1,0,False,False,"A small garden designed perfectly for a small family 🌱 Timelapse transformation, simple and cozy. #smallgarden #familygarden #timelapsevideo #gardendesign #outdoorliving",cover-v2-embed,garden_landscape,house,none,other,,neutral,bright,daylight,False,False,Eurus Studio,real_existing,real_footage,"photographic detail (messy grass, electric fence wiring on wall), studio watermark suggests reposted real project footage",low,medium,Unremarkable 'before' state of a small walled yard with a lone palm; relies entirely on the transformation payoff.,descriptive,"A small garden designed perfectly for a small family 🌱 Timelapse transformation, simple and cozy.",none,,,False,theme_page,en,garden_landscape,grey;green;brown;white,concrete;plants;glass;fabric,none,none,0.0020252025202520253,674.3119266055046,-0.5696065140202601,0.2693974533605065,,,151-400,4-10,10k-100k
DYC7e9fBD6z,https://www.instagram.com/reel/DYC7e9fBD6z/,alexiarogoz,2026-05-07T17:26:25.175000+00:00,140,146000.0,146K,"VERIFIED (public topic page, rounded)",102000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",1.4313725490196079,2_GOOD,7057.0,97.0,0.04833561643835616,0.0006643835616438357,0.21007194244604316,0.16666666666666666,maldives-villa,location,location,Maldives,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,17,Thu,ok,ok,reel,102K followers,102000.0,287.0,445,3,False,4,1,False,False,"Welcome to the Maldives 🌊💙 Send this to the person you'd escape here with  A secluded island surrounded by tropical greenery, stunning villas, crystal-clear lagoon and the most peaceful island views.  📍 Deluxe Beach Pool Villa at Park Hyatt Maldives Hadahaa, Maldives @parkhyattmaldiveshadahaa  Save this place for your next Maldives trip and stay tuned because I'll be sharing the full experience soon 💫  #parkhyatt #parkhyattmaldives #maldives",cover-v2-embed,exterior_facade,hotel_resort,ocean_beach,tropical,modern_luxury,cool,bright,daylight,False,True,THIS IS MALDIVES Park Hyatt Hadahaa,real_existing,real_footage,Drone footage of a named real resort villa; natural lagoon textures and small swimmer,low,high,Aerial shot of a secluded beach pool villa between jungle and turquoise lagoon under a bold 'THIS IS MALDIVES' title.,location,Welcome to the Maldives 🌊💙 Send this to the person you'd escape here with,save_share,"Park Hyatt Maldives Hadahaa, Maldives",,False,lifestyle_influencer,en,exterior_facade;pool;terrace_outdoor,turquoise;green;white;blue,water;plants;glass,none,text_overlay;exterior_reveal;pool,0.013745217514524585,1042.857142857143,-0.7516424119296465,0.17715670254378554,Maldives,Maldives,401-1000,1-3,100k-500k
DQXux2ZkZmV,https://www.instagram.com/reel/DQXux2ZkZmV/,soldbymarkz,2025-10-28T23:08:18.060000+00:00,331,146000.0,146K,"VERIFIED (public topic page, rounded)",390000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.37435897435897436,1_NORMAL,64966.0,212.0,0.44497260273972605,0.001452054794520548,1.3176895306859207,0.5833333333333334,real-estate,real_estate,real_estate,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,23,Tue,ok,ok,reel,390K followers,390000.0,2210.0,637,4,False,4,0,False,False,"Everyone thinks you need a ton of money to start investing in real estate, but that's not true. 💡  Smart investors know how to leverage financing, partnerships, and creative strategies like house hacking, seller financing, BRRRR, and using equity to build portfolios without draining their bank accounts. 💰🏡  The key isn't how much money you have, it's how you use what you have, and how well you understand the numbers.  Real wealth in real estate comes from knowledge, leverage, and execution. Don't wait to be rich to start, start smart, and build your way there. 🚀  #RealEstateInvesting #InvestorTips #PassiveIncome #financialfreedom",cover-v2-embed,none_person_only,none_visible,none,other,,cool,medium,mixed,False,True,BUYING PROPERTIES WITHOUT MONEY,real_existing,real_footage,talking-head camera footage of a man with a clip-on mic and blurred background,low,high,"Smiling talking-head real estate investor with bold orange ""BUYING PROPERTIES WITHOUT MONEY"" text; a money hook with no interior shown.",contrarian,"Everyone thinks you need a ton of money to start investing in real estate, but that's not true. 💡",none,,,False,real_estate,en,,black;orange;blue;white,,none,text_overlay;person,0.0032632453898962534,441.08761329305133,-0.5243210805764646,0.29900532269992836,,,401-1000,4-10,100k-500k
DUDignDkYgF,https://www.instagram.com/reel/DUDignDkYgF/,mkbbespokeaudio,2026-01-28T13:01:51.328000+00:00,239,146000.0,146K,"VERIFIED (public topic page, rounded)",9000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",16.22222222222222,4_VIRAL,4664.0,41.0,0.03194520547945205,0.0002808219178082192,1.6070445789763346,0.6666666666666666,luxury-home-theater-ideas,luxury_home,luxury_home,Dubai/UAE,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,13,Wed,ok,ok,reel,9K followers,9000.0,756.0,134,5,True,1,0,False,False,Want yourself a cinema theatre like this? You know who to contact 😉 #mkb #mkbbespokeaudio #dubaisoundsystems #audiotech #mkbinnovation,cover-v2-embed,home_theater,none_visible,none,dark_luxury,modern_luxury,cool,dark,night_artificial,False,False,"you out of the Grid,",real_existing,real_footage,real low-light phone footage with noise inside a home cinema; film with subtitle playing on the screen,medium,medium,"Private home cinema with fibre-optic starry ceiling, wall-wide screen playing a sci-fi film and cream recliner rows in near darkness.",question,Want yourself a cinema theatre like this? You know who to contact 😉 #mkb #mkbbespokeaudio #dubaisoundsystems #audiotech ,dm,Dubai,,False,contractor_trade,en,home_theater,black;blue;beige;grey,leather;fabric,stars,dramatic_scale,0.00879073756432247,610.8786610878661,0.393899814665509,2.476850618801192,Dubai/UAE,,51-150,4-10,<10k
DV_Bm_yDfFj,https://www.instagram.com/reel/DV_Bm_yDfFj/,fushuhousedesign,2026-03-17T12:00:11.709000+00:00,191,146000.0,146K,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,0.5782178217821782,0.5,luxury-apartment-interior-design-ideas-2026,luxury_home,luxury_home,,ESTIMATED (caption only),1,2026,12,Tue,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.3979057591623,,,,,0,0,
Cyv1FSSMxo9,https://www.instagram.com/reel/Cyv1FSSMxo9/,minimal_architectures,2023-10-23T16:03:19.933000+00:00,1067,145000.0,145K,"VERIFIED (public topic page, rounded)",579000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.2504317789291883,1_NORMAL,3988.0,36.0,0.02750344827586207,0.00024827586206896553,0.4559748427672956,0.36363636363636365,modern-house,luxury_home,luxury_home,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2023,16,Mon,ok,ok,reel,579K followers,579000.0,831.0,546,30,False,2,4,False,False,House project / 719  ✏️Design: @_vlasov_roman_  We post daily minimal houses!🤍  FOLLOW: @minimal_architectures FOLLOW: @minimal_architectures FOLLOW: @minimal_architectures ————————————————— . . .  © all credits to the makers #minimalarchitecture #minimalhome #arch #minimaldesign #minimal #minimalism #art #design #minimalist #architecture #realestate #immo #immobien #photography #bnw #interiordesign #music #house #abstract #instagood #love #fashion #style #photooftheday #ig #nature #graphicdesign #contemporaryart #minimalmood #blackandwhite,cover-v2-embed,exterior_facade,house,forest,minimalist,modern_luxury,neutral,medium,overcast_rain,False,False,,aspirational_realistic,3d_render,CG-clean surfaces and render-style vegetation; caption credits a designer's 'House project',low,high,Symmetric frontal view of a cantilevered grey concrete box house among tall pines with a black SUV in the carport: clean minimal-architecture eye candy.,descriptive,House project / 719,follow,,,False,theme_page,en,exterior_facade;garden_landscape,grey;green;black;white,concrete;glass;metal;plants,none,exterior_reveal,0.009027081243731194,135.8950328022493,-0.8078369157411466,0.155655003035418,,,401-1000,21+,500k-1M
DYaMhpjMcjb,https://www.instagram.com/reel/DYaMhpjMcjb/,ambiancehometv,2026-05-16T18:17:52.031000+00:00,131,145000.0,145K,"VERIFIED (public topic page, rounded)",228000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.6359649122807017,2_GOOD,12679.0,152.0,0.08744137931034483,0.0010482758620689655,0.25823686553873554,0.4166666666666667,rain-cozy,cozy_ambience,cozy_ambience,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,18,Sat,ok,ok,reel,228K followers,228000.0,838.0,390,5,False,5,0,False,False,"Rain. Pages. Warmth. ☕📖🌧️  A cozy rainy autumn evening in a café with an open book, floral teacup, and warm pendant lights — perfect ambient sound for reading or quiet reflection.  Original scene created by ambiancehometv ✨ This is the original visual. Accept no imitations.  Save this for your next quiet evening 🤍  #ambiancehometv #originalambience #rainycafe #cozyautumn #autumnaesthetic",cover-v2-embed,other,none_visible,rain_window,rustic_cozy,,warm,dark,mixed,True,True,,stylized_dreamy,ai_generated,"painterly AI look: blurry umbrella figures, idealized lamp glow and rain streaks, too-perfect still life; caption says 'original scene created' without naming AI",low,high,"Moody café table with teapot, book and candle by a rain-streaked window onto a lamplit street with a red phone box, pure cozy-ambience bait.",descriptive,Rain. Pages. Warmth. ☕📖🌧️,save_share,,,False,ai_creator,en,other,brown;orange;black;gold,wood;glass;metal;fire,rain;fog;city_lights,view_reveal,0.011988327155138418,1106.8702290076335,-0.36060406965911274,0.43590909491636376,,,151-400,4-10,100k-500k
DMlWifApHsW,https://www.instagram.com/reel/DMlWifApHsW/,andrew.design_lab,2025-07-26T20:00:16.730000+00:00,425,144000.0,144K,"VERIFIED (public topic page, rounded)",10000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",14.4,4_VIRAL,144.0,,0.001,,0.8753799392097265,0.5,futuristic-architecture,future_arch,future_arch,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,20,Sat,ok,ok,reel,10K followers,10000.0,58.0,583,9,True,1,1,False,True,"Concept study: interior of a high-rise observation deck in a future vertical city. The design focuses on circulation, transparency, and calm within a dense urban core.  Generated using AI as part of an ongoing exploration into next-gen architectural environments.  ▶️ Follow @andrew.design_lab for more design experiments in vertical living.  💬 What function would you give this space? Public? Private? Mixed-use?  #FuturisticArchitecture #VerticalLiving #SkyscraperDesign #AIArchitecture #ArchitecturalVisualization #ConceptDesign #DigitalArchitecture #FutureCities #andrewdesignlab",cover-v2-embed,lobby_common,unusual_structure,city_skyline,futuristic,modern_luxury,cool,medium,mixed,True,True,,stylized_dreamy,ai_generated,caption states 'Generated using AI'; smeared tiny figures and melting curved balconies typical of AI video,low,high,Curving white multi-level observation deck with glowing light strips looks out through a giant arched window onto a hazy spire skyscraper and a sprawling lit city far below.,descriptive,Concept study: interior of a high-rise observation deck in a future vertical city.,question_engagement,,,True,ai_creator,en,lobby_common,white;grey;blue;gold,glass;marble;metal;plants,city_lights;fog,view_reveal;unusual_architecture;dramatic_scale,,338.8235294117647,0.4187460875417775,2.622684729203554,,,401-1000,4-10,<10k
DOvG_GZjT3-,https://www.instagram.com/reel/DOvG_GZjT3-/,poles_gypsum_designe,2025-09-18T07:59:34.156000+00:00,371,144000.0,144K,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,0.5669291338582677,0.25,luxury-master-bedroom-interior-design,luxury_room,luxury_room,,ESTIMATED (caption only),1,2025,7,Thu,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.1401617250674,,,,,0,0,
DWtiyElocII,https://www.instagram.com/reel/DWtiyElocII/,beautifulhotels,2026-04-04T13:35:07.812000+00:00,173,143000.0,143K,"VERIFIED (public topic page, rounded)",6000000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.023833333333333335,1_NORMAL,6615.0,72.0,0.04625874125874126,0.0005034965034965035,0.20575539568345325,0.08333333333333333,maldives-villa,location,location,Maldives,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,13,Sat,ok,ok,reel,6M followers,6000000.0,9121.0,767,0,True,4,0,False,True,"Milaidhoo Maldives is a hotel that offers a more understated take on an island stay 🌴  Set within the Baa Atoll UNESCO Biosphere Reserve, the resort is surrounded by a protected house reef you can swim to directly from the beach or your villa. It's also just a short distance from Hanifaru Bay, known for its seasonal gatherings of manta rays.  The villas are designed with an open, understated feel, blending indoor and outdoor living with uninterrupted views across the ocean. Everything is spaced out to keep the atmosphere calm and low-key.  💡 Top tip: Spend time exploring the house reef, it's one of the easiest ways to experience the marine life without needing to leave the island.  Would you stay here?  📽️ Beautiful Destinations Original 📍Milaidhoo Maldives",cover-v2-embed,exterior_facade,hotel_resort,ocean_beach,tropical,,cool,bright,daylight,False,False,Welcome to...,real_existing,real_footage,drone aerial of a real resort with visible reef texture and natural water gradients; caption credits a Beautiful Destinations original,low,high,"High drone shot of a curved chain of thatched overwater villas with private plunge pools around a turquoise lagoon, teased with a 'Welcome to...' overlay.",descriptive,Milaidhoo Maldives is a hotel that offers a more understated take on an island stay 🌴,question_engagement,"Milaidhoo Maldives, Baa Atoll",,False,media_publication,en,exterior_facade;pool,turquoise;blue;white;brown,wood;water;plants,none,text_overlay;exterior_reveal;dramatic_scale,0.010884353741496598,826.5895953757225,-1.5882668087971814,0.025806742663982984,Maldives,Maldives,401-1000,0,1M+
DbVLkUniSaz,https://www.instagram.com/reel/DbVLkUniSaz/,henry129841,2026-07-28T09:07:28.424000+00:00,58,143000.0,143K,"VERIFIED (public topic page, rounded)",22000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",6.5,4_VIRAL,1606.0,16.0,0.01123076923076923,0.00011188811188811189,1.3522458628841607,0.5833333333333334,capsule-castle-luxury-space-capsule-houses,fantasy_dream,fantasy_dream,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,9,Tue,ok,ok,reel,22K followers,22000.0,554.0,174,5,False,2,0,False,False,"Peu d'investissement, bénéfices maximisés  📱WhatsApp：+86 18905362533 🔗WhatsApp link: wa.me/8618905362533  #capsulecastle #resort #modularhome #passiveincome #hoteldevelopment",cover-v2-embed,exterior_facade,unusual_structure,none,futuristic,,cool,bright,daylight,False,True,"$18,630 13.6 m² Capsule Castle",real_existing,real_footage,"phone footage in a real factory yard with wet ground reflections, vans and a gantry crane",medium,medium,"Orange geodesic glass capsule pod on angled legs in a factory yard, a figure at its open roof hatch, under a big red '$18,630' and '13.6 m²' overlay.",money,"Peu d'investissement, bénéfices maximisés",dm,,"$18,630 (cover text)",False,brand_manufacturer,fr,exterior_facade,orange;grey;blue;white,glass;metal;concrete,none,text_overlay;unusual_architecture,0.009962640099626401,2465.5172413793102,0.1873962413642163,1.5395586614034098,,,151-400,4-10,10k-100k
DaVjBqROY1M,https://www.instagram.com/reel/DaVjBqROY1M/,rehanbabarofficial,2026-07-03T16:01:03.739000+00:00,83,143000.0,143K,"VERIFIED (public topic page, rounded)",71000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",2.0140845070422535,3_VERY_GOOD,1180.0,46.0,0.008251748251748252,0.00032167832167832167,6.441441441441442,0.6666666666666666,hunza-valley-luxury-resorts,hotel_resort,hotel_resort,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,16,Fri,ok,ok,reel,71K followers,71000.0,2420.0,851,0,True,3,1,False,False,"Planning a trip to Hunza? Save this itinerary. Luxury and mountains are a rare combination but not anymore, thanks to @pearl_continental_attabad  Here's exactly how we'd spend 3 perfect days in Hunza—from boating on the turquoise Attabad Lake and exploring Karimabad to ziplining near Hussaini Bridge, swimming in Borith Lake, and chasing the most incredible views of the Passu Cones.  And the best part? Coming back every evening to the comfort of Pearl Continental Attabad Lake, the first ever 5 star hotel in Gilgit-Baltistan. Exceptional service, incredible food, cozy rooms and views that make you want to stay just one more night.  If comfort matters as much as adventure, this is the stay I'd recommend every single time.  ✨ Save this itinerary for your Hunza trip. 📍 Tag your travel buddy. 💙 Share this with someone dreaming of visiting Hunza.",cover-v2-embed,dining,hotel_resort,mountain,modern_luxury,,neutral,bright,daylight,True,True,Day 1,real_existing,real_footage,real phone footage of a couple eating at a hotel restaurant,low,high,"Couple lunching at a hotel restaurant with floor-to-ceiling windows onto a turquoise lake and snowy jagged peaks, labelled 'Day 1'.",question,Planning a trip to Hunza? Save this itinerary.,save_share,"Hunza, Attabad Lake (Pearl Continental Attabad Lake), Gilgit-Baltistan",,False,lifestyle_influencer,en,dining,white;blue;yellow;brown,glass;wood;fabric;metal,none,text_overlay;person;view_reveal,0.03898305084745763,1722.8915662650602,0.36761359771585844,2.3313828516341992,Other,,401-1000,0,10k-100k
Da5BlKmuIbY,https://www.instagram.com/reel/Da5BlKmuIbY/,behome_factorydirect,2026-07-17T10:41:28.358000+00:00,69,142000.0,142K,"VERIFIED (public topic page, rounded)",47000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",3.021276595744681,3_VERY_GOOD,832.0,,0.005859154929577465,,1.1497975708502024,0.5833333333333334,biophilic-bedroom-design,style,style,,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,10,Fri,ok,ok,reel,47K followers,47000.0,180.0,261,5,False,4,0,False,False,"Warm wood tones, soft green walls, and hidden lighting create the perfect Wabi-Sabi bedroom. ✨ 🛏️ Wood slat headboard wall 🌿 Nordic-inspired design 💡 Cozy ambient lighting #bedroomdesign #customfurniture #homeinspiration #WholeHouseCustomization #interiordesign",cover-v2-embed,bedroom,none_visible,none,japandi,scandinavian,warm,medium,mixed,False,False,,aspirational_realistic,unclear,"idealized, very smooth CG/AI-like look in a low-res frame (spotless bedding, soft uniform light); no disclosure in caption",high,medium,"Calm sage-and-oak bedroom with a full-height slat headboard wall, linear pendants and cove lighting; clean but generic.",descriptive,"Warm wood tones, soft green walls, and hidden lighting create the perfect Wabi-Sabi bedroom. ✨",none,,,False,brand_manufacturer,en,bedroom,green;brown;beige;grey,wood;fabric;plants;glass;metal,none,bed_focus,,2057.9710144927535,-0.002069335359250371,0.995246512999536,,,151-400,4-10,10k-100k
Ddet5wVpeRF,https://www.instagram.com/reel/Ddet5wVpeRF/,harvardbrookcabins,2026-09-19T19:03:26.980000+00:00,5,142000.0,142K,"VERIFIED (public topic page, rounded)",11000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",12.909090909090908,4_VIRAL,1054.0,33.0,0.007422535211267606,0.0002323943661971831,0.18857901726427623,0.08333333333333333,cabins,unusual_home,unusual_home,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2026,19,Sat,ok,ok,reel,11K followers,11000.0,92.0,400,5,True,4,0,False,True,"No filters, no AI, just the real beauty of a stay at Harvard Brook Cabins. 🌲🤎  Enjoy a private sauna, the sound of the brook, and peaceful surroundings that look almost too good to be real. Sometimes, the best views are the ones you experience in person.  Would you believe this is real? 👀  📍 Harvard Brook Cabins | Lincoln, NH  #harvardbrookcabins #cabinlife #saunagetaway #newhampshiretravel #notai",cover-v2-embed,garden_landscape,none_visible,forest,rustic_cozy,,neutral,medium,mixed,False,False,this is not AI,real_existing,real_footage,"ordinary phone footage of a riverside yard under grey sky; cover text says 'this is not AI' and caption says no filters, no AI, #notai",low,medium,"A plain gravel yard with a wooden outdoor fixture, string lights and a rushing brook is framed by the 'this is not AI' overlay, trading on AI skepticism rather than visual spectacle.",contrarian,"No filters, no AI, just the real beauty of a stay at Harvard Brook Cabins. 🌲🤎",question_engagement,"Lincoln, NH",,False,other,en,garden_landscape,green;grey;brown;yellow,wood;plants;water;natural_stone,none,text_overlay,0.031309297912713474,28400.0,-0.14513214219548387,0.7159255433713506,Other,,151-400,4-10,10k-100k
DI2UWGAP5BL,https://www.instagram.com/reel/DI2UWGAP5BL/,staydinedo,2025-04-25T00:02:37.401000+00:00,517,142000.0,142K,"VERIFIED (public topic page, rounded)",588000.0,embed_reel,"VERIFIED (public embed, rounded, at fetch)",0.24149659863945577,1_NORMAL,,21.0,,0.00014788732394366196,2.5585585585585586,0.75,bora-bora-luxury-hotels,hotel_resort,hotel_resort,Other,ESTIMATED (AI-assisted coding of cover frame + caption),1,2025,0,Fri,ok,ok,reel,588K followers,588000.0,1036.0,316,19,False,1,0,False,False,Paradise  📍 Bora Bora  #passportbyforbes #mydomainetravels #Tastemademedoit #iamatraveler #forbestravelguide #voyaged #postcardplaces #fodorsonthego #beautifulmatters #letyourmindtravel #condenasttraveller #departuresmag #stillatraveler #BBCtravel #eltdtravela #vacations #bucketlist #beautifuldestinations #borabora,cover-v2-embed,exterior_facade,hotel_resort,ocean_beach,tropical,,cool,bright,daylight,False,False,A glimpse of BORABORA 🌞🌴🐬🏝️,real_existing,real_footage,"real footage of Bora Bora overwater bungalows with Mount Otemanu, natural water shadows",low,high,"Thatched overwater bungalows and a wooden boardwalk over clear turquoise lagoon water under a deep blue sky, with a spaced-letter 'BORABORA' title.",aspirational,Paradise,none,Bora Bora,,False,lifestyle_influencer,en,exterior_facade,blue;turquoise;brown;green,wood;metal;water,none,text_overlay;exterior_reveal,,274.6615087040619,0.015870402101946623,1.0372188529588993,Other,,151-400,11-20,500k-1M
DNF1aQjSJf9,https://www.instagram.com/reel/DNF1aQjSJf9/,avenue_home_decor,2025-08-08T10:45:44.095000+00:00,412,141000.0,141K,"VERIFIED (public topic page, rounded)",,,UNKNOWN,,,,,,,0.22687047465808527,0.3333333333333333,luxury-kitchen;luxury-kitchen-design,luxury_room,luxury_room,,ESTIMATED (caption only),2,2025,10,Fri,removed,no_cover,unknown,,,,0,0,False,0,0,False,False,,cover-v2-embed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2330097087379,,,,,0,0,
