handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
@amisstaunen (Amis Staunen),https://www.youtube.com/@amisstaunen,"YouTube (Long-Form, teils Shorts)",KI-Storytelling (DE-Alltag),'Amerikanischer Dachdecker sieht ein deutsches Ziegeldach',DE; Kanal-Land US,Kanal angelegt 2026-03-09,2026-03 (ESTIMATED),VERIFIED (YouTube About: Beitrittsdatum),6300,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,78,VERIFIED,"ca. 2,7 (ESTIMATED)",UNKNOWN,UNKNOWN,https://www.youtube.com/watch?v=jc0MG54HRyw,232570,2026-09-15,UNKNOWN,THIRD-PARTY OBSERVED (NexLev faceless_outliers_videos),UNKNOWN,Gesamtviews 2.774.271 (YouTube About),LIKELY,NexLev isAiContent=true,UNKNOWN,Small (<25K),"ja (Outlier 6-7x, Sept. 2026)",nein,keine,"https://www.youtube.com/@amisstaunen/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,"DE-Stolz-/Handwerk-Stories (TÜV, Meisterbrief) – DE-spezifisches Format."
@chronoshistory (CHRONOS-MEDIA History),https://www.youtube.com/@chronoshistory,"YouTube (Long-Form, teils Shorts)",KI-Städte früher/heute (Archiv + KI-Restaurierung),'Berlin zur Kaiserzeit | Film mit KI restauriert',DE/EN; Land DE,Kanal angelegt 2009-10-28,UNKNOWN,VERIFIED (YouTube About: Beitrittsdatum),117000,2026-09-26,"VERIFIED (YouTube About, gerundet)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,388,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Gesamtviews 194.812.874 (YouTube About),"VERIFIED (KI-Restaurierung, echtes Archivmaterial)",Videotitel 'Film mit KI restauriert',UNKNOWN,Leader-Nische (100-250K),nein,ja: Archiv-Lizenzgeschäft (chronos-media.de),chronos-media.de,"https://www.youtube.com/@chronoshistory/about ; NexLev faceless_outliers_videos (languages=german, isAiContent=true, Abruf 2026-09-26)",2026-09-26,"Kein reiner KI-Content: echte Archivfilme, KI nur zur Restaurierung – professionellster DE-Anbieter im Cluster."
@TheoreticoYT / @theoretico5,https://www.youtube.com/@TheoreticoYT,YouTube + TikTok,KI-Geschichte/Zeitreise/POV,'Time-traveling skeleton' – animierte Geschichte,"EN-Content, Kanal-Land DE (deutscher Operator)",YT angelegt 2025-12-02,2025-12-06,VERIFIED / THIRD-PARTY OBSERVED,YT 179000; TikTok 117500,2026-09-26,VERIFIED (YouTube About; TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,YT 6; TikTok 92,VERIFIED,UNKNOWN,581500 (YT),THIRD-PARTY OBSERVED (NexLev),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"TikTok 5,1 Mio. Likes",VERIFIED,NexLev isAIContent=true; Format 'AI stories',UNKNOWN,"Mid/Leader (INT-Format, DE-Operator)",ja (<10 Monate),"ja: Patreon, eigene Website theoretico.io",patreon.com/cw/Theoretico ; theoretico.io ; instagram.com/theoreticoig ; tiktok.com/@theoretico5,https://www.youtube.com/@TheoreticoYT/about ; https://www.tiktok.com/@theoretico5 ; NexLev search_shorts_niche_finder_channels (Abruf 2026-09-26),2026-09-26,"Deutscher Betreiber wählt EN statt DE -> zeigt, dass DE-Operatoren den DE-Markt selbst meiden (Arbitrage-Lücke). IG-Follower nicht abrufbar."
@hakimdecoded,https://www.tiktok.com/@hakimdecoded,TikTok,KI-Geschichte/Zeitreise/POV,'Köln Vlog im Jahr 1248: Eine Zeitreise ins Mittelalter',DE,2025-06-04 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),14000,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,62,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,531.400 Likes gesamt,LIKELY,Zeitreise-Vlog-Format (historisch unmöglich gefilmt); Bio 'CEO der alternativen Realität',UNKNOWN,Small (<25K),UNKNOWN,nein (sichtbar),Instagram @hakimdecoded; Mail,https://www.tiktok.com/@hakimdecoded ; https://www.tiktok.com/@hakimdecoded/video/7557695839993482518,2026-09-26,"DE-Städte-Zeitreise (Köln 1248) = direkte DE-Adaption des Chloe-vs-History-Formats, aber kleine Reichweite."
@derzeitspringer,https://www.tiktok.com/@derzeitspringer,TikTok,KI-Geschichte/Zeitreise/POV,'POV: Zeitreise ins alte Rom – Jahr 80 n. Chr.',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2026-09-26,UNKNOWN (Profil nicht abrufbar),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.tiktok.com/@derzeitspringer/video/7560654345474379031,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY,POV-Zeitreise-Format,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.tiktok.com/@derzeitspringer/video/7560654345474379031 (WebSearch-Treffer),2026-09-26,Evtl. Bezug zu YouTube @ZeitspringerDE – nicht verifiziert.
@nimixnimi,https://www.tiktok.com/@nimixnimi,TikTok,KI-Musik/Charaktere,"KI-Avatar-Artist 'Nimi' (Song 'ChatGPT', Label Baboo Artists)",DE,2025-06-07 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),111400,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,42,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1.700.000 Likes gesamt,VERIFIED,Bio 'Realest AI Artist out there'; DWDL 18.09.2026,UNKNOWN,Mid (100-250K),ja (DWDL: viral Sept. 2026; DWDL nannte 21K+ – Abweichung),nein (sichtbar),Instagram 'Nimithegreatx'; Mail,https://www.tiktok.com/@nimixnimi ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,"Follower-Differenz DWDL (21.000+) vs. Profil heute (111.400) -> möglicher starker Zuwachs, aber Datum der DWDL-Zahl unklar -> Wachstum UNKNOWN."
@bibi.unzensiert,https://www.tiktok.com/@bibi.unzensiert,TikTok,KI-Memes/Comedy (Parodie),KI-Parodie 'Bebe Blocksberg' mit Kraftausdrücken,DE,UNKNOWN,UNKNOWN,UNKNOWN,2586,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,10,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,37.300 Likes gesamt,VERIFIED,DWDL 18.09.2026 nennt Account als KI-Charakter-Parodie,UNKNOWN,Small (<5K),nein,nein (sichtbar),keine,https://www.tiktok.com/@bibi.unzensiert ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,Urheber-/Markenrechtsrisiko (Bibi Blocksberg). Beispiel schlechter/riskanter lokaler Ausführung.
@pokestorys67,https://www.tiktok.com/@pokestorys67,TikTok,KI-Memes/Comedy (Parodie),'Daily Pokemon Beef' KI-Parodie,DE,2026-04-14 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),14000,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,77,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,261.300 Likes gesamt,VERIFIED,DWDL 18.09.2026; Bio 'Der Content ist nur Parodie',UNKNOWN,Small (<25K),UNKNOWN,nein (sichtbar),keine,https://www.tiktok.com/@pokestorys67 ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,IP-Risiko (Pokémon).
@tralala0070,https://www.tiktok.com/@tralala0070,TikTok,KI-Memes/Comedy (Parodie),'Harry Butter'-KI-Parodien,DE,2025-05-21 (ESTIMATED),UNKNOWN,ESTIMATED (createTime im Profil-JSON),15200,2026-09-26,VERIFIED (öffentliches TikTok-Profil),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,17,VERIFIED,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,262.000 Likes gesamt,VERIFIED,Bio 'Folgt mir gerne für mehr KI Videos'; DWDL 18.09.2026,UNKNOWN,Small (<25K),ja (15K mit 17 Videos),nein (sichtbar),keine,https://www.tiktok.com/@tralala0070 ; https://www.dwdl.de/magazin/105105/was_aktuell_auf_instagram_und_tiktok_viral_geht/,2026-09-26,IP-Risiko (Harry Potter).
@spassvibes,https://www.instagram.com/spassvibes/,Instagram,KI-Tiere / KI-Comedy,Katzen-'Fail'-Clip (Regal mit Aquarium kippt; Ausruf 'Oh mein Gott!'),DE (Ton deutsch),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DQXGeDNCMsg/,5.9M,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",1,UNKNOWN,LIKELY,"Caption-Hashtags #ki #katze (Themenseite); NexLev-Video-Analyse: physikalisch unplausibel, 'uncanny' Bewegungen; kein Label/Wasserzeichen",UNKNOWN,UNKNOWN (Top-Reel >1M),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; NexLev watch_instagram_video_and_ask (DQXGeDNCMsg),2026-09-26,"Stärkstes gefundenes DE-KI-Reel auf IG (5,9 Mio.). Follower UNKNOWN."
@dailyflexx_,https://www.instagram.com/dailyflexx_/,Instagram,KI-Tiere / KI-Comedy,"Kleinkind 'schimpft' mit übergroßer Katze, deutsches Voiceover",DE (Voiceover),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DRevxjnDayZ/,3.3M,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",1,UNKNOWN,LIKELY,"NexLev-Video-Analyse: unplausible Katzenhaltung, 'geschmolzene' Pfoten, Clipping-Artefakte; kein Label",UNKNOWN,UNKNOWN (Top-Reel >1M),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/ ; NexLev watch_instagram_video_and_ask (DRevxjnDayZ),2026-09-26,
@aikittendreams,https://www.instagram.com/aikittendreams/,Instagram,KI-Tiere,KI-Katzen-Szenen (Katze unter Wasser),unklar (kein Text; DE-Hashtags #künstlicheintelligenz #tiere),UNKNOWN,UNKNOWN,UNKNOWN,308000,2026-09-26,"THIRD-PARTY OBSERVED (Suchmaschinen-Snippet, Snapshot-Datum unbekannt)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DCg19kOi0fi/,38.5K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Handle 'ai...'; Hashtags #ki #künstlicheintelligenz #neuralnetworks; Video-Artefakte,UNKNOWN,Leader-Kandidat (~300K),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; WebSearch-Snippet instagram.com/aikittendreams (2026-09-26) ; NexLev watch_instagram_video_and_ask (DCg19kOi0fi),2026-09-26,Follower 308K laut Suchmaschinen-Snippet (Datum unklar). TikTok-Pendant 23 Follower.
@ki.quatsch,https://www.instagram.com/ki.quatsch/,Instagram,KI-Tiere / KI-Comedy,'Animalympics' – Tiere beim Turmspringen,DE (Texteinblendung),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMNi4p2N6sS/,11.6K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,"Handle 'ki.'; Video: Pferd/Gorilla-Saltos, Artefakte",UNKNOWN,Small,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; NexLev watch_instagram_video_and_ask (DMNi4p2N6sS),2026-09-26,"Format international etabliert (Animal Olympics), DE-Ausführung mit geringer Reichweite."
@ki.videos.deutsch,https://www.instagram.com/ki.videos.deutsch/,Instagram,KI-Tiere / KI-Comedy,'Oma im Gorilla-Gehege',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMdAwdVsAdZ/,"4,017",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Display-Name 'KI VIDEOS DEUTSCH'; sichtbares Veo-Wasserzeichen,Google Veo (Wasserzeichen),Small (Long-Tail),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/ ; NexLev watch_instagram_video_and_ask (DMdAwdVsAdZ),2026-09-26,"Beispiel schlechter Ausführung: Veo-Wasserzeichen, Morphing, statische Menge. TikTok gleicher Handle: 1 Follower, 0 Videos."
@alluniversum,https://www.instagram.com/alluniversum/,Instagram,KI-Tiere (Kinder),'KI Tiere' Animation für Kinder,DE (Caption),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DBuWzVXOa-s/,19.5K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption 'KI Tiere #ki #kinder #fürkinder #animation',UNKNOWN,Small,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Kinderzielgruppe – Plattform-/Jugendschutz-Sensibilität.
@princess.and.chipp,https://www.instagram.com/princess.and.chipp/,Instagram,KI-Tiere,KI-Hasen auf Trampolin (mit Tierschutz-Disclaimer),DE (vermutl.),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DMs78lCKmMB/,"4,414",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption-Disclaimer (KI),UNKNOWN,Small (Long-Tail),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Kopie des globalen 'Bunnies on trampoline'-Trends.
@zauberherzmomente,https://www.instagram.com/zauberherzmomente/,Instagram,KI-Tiere,'KI diesen Tieren Magie und Leben einhaucht',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DE2xp0PsCiK/,"1,351",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption nennt KI,UNKNOWN,Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,
@wildrose1975,https://www.instagram.com/wildrose1975/,Instagram,KI-Tiere,KI-Hunde-Clip (CapCut),DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DQQVRlXCLPH/,"1,104",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption '#capcut #dogs #hunde #tiere #ki',CapCut (Caption),Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-tiere/,2026-09-26,Hobby-Account.
@claudia_hilker,https://www.instagram.com/claudia_hilker/,Instagram,KI-Tiere (Person/Expertin),'KI-KatzenParty' mit DJ-Katzen,DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DOiWnzJCjF_/,"2,347",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption 'KI-KatzenParty',UNKNOWN,Long-Tail (Personen-Account),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/,2026-09-26,Personen-/Beraterinnen-Account nutzt KI-Tiere als Demo.
@simon_slobo,https://www.instagram.com/simon_slobo/,Instagram,KI-Tiere / KI-Comedy,KI-Katzen-Witz,DE (vermutl.),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DQb2gLHCAbK/,30.1K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,LIKELY,Themenseite 'ki katze'; Caption-Kontext 'Katze aus dem Internet/KI',UNKNOWN,Small,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/,2026-09-26,
@iam.hace,https://www.instagram.com/iam.hace/,Instagram,KI-Tiere / KI-Comedy,Mann skatet auf Katze (Grind),unklar (EN-Rap-Audio); gelistet auf DE-Themenseite 'ki katze',UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DXEk-4rM3UO/,835K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,"Caption laut Themenseite explizit KI; Video: Clipping, unmögliche Physik",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-katze/ ; NexLev watch_instagram_video_and_ask (DXEk-4rM3UO),2026-09-26,Vermutlich kein DE-Account – nur als Reichweiten-Referenz.
@systemfreiexit,https://www.instagram.com/systemfreiexit/,Instagram,KI-Babys/Charaktere (DE-Humor),KI-Baby 'Typisch Deutschland',DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DNgfjdsNYcf/,"2,554",UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Hashtags #ki #kibaby #veo3,Google Veo 3 (Hashtag),Long-Tail (<5K Views),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-baby/,2026-09-26,"DE-spezifischer Humor (Bürokratie-/Deutschland-Klischees) mit KI-Baby – Format existiert, schlecht skaliert."
@idealo,https://www.instagram.com/idealo/,Instagram,"KI-Babys (Brand, Kontext)",Werbe-Reel mit KI-Babys ('keine Babys zu Schaden gekommen'),DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DPQpt3LDCs0/,31.9K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,VERIFIED,Caption #ai #baby #ki,UNKNOWN,Brand/Kontext,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-baby/,2026-09-26,Marke nutzt KI-Baby-Format für Performance-Werbung -> Format ist in DE bekannt.
@gartenlovers,https://www.instagram.com/gartenlovers/,Instagram,"KI-Garten (KI als Thema, realer Creator)",Eigenes Gartendesign vs. ChatGPT-Vorschlag,DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Profil hinter Login-Wall; keine öffentliche Analytics gefunden),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,266K,UNKNOWN,UNKNOWN,"VERIFIED (Instagram-Themenseite /popular/, gerundet)",0 bekannt,UNKNOWN,MIXED (reale Person; KI als Tool/Thema),Themenseite 'ki garten': Vergleich eigener Garten vs. ChatGPT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-garten/,2026-09-26,"Reel mit 266K Views laut Themenseite; zeigt: DE-Garten-KI = Tool-Tutorial, nicht KI-generierter Fantasie-Content."
@einfach.phil,https://www.instagram.com/einfach.phil/,Instagram,"KI-Garten (KI als Thema, realer Creator)",ChatGPT-Workflow Gartenplanung,DE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Login-Wall),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,68.6K,UNKNOWN,UNKNOWN,VERIFIED (Instagram-Themenseite /popular/ki-garten/),UNKNOWN,UNKNOWN,MIXED (Tool-Tutorial),Caption: ChatGPT-Workflow,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/popular/ki-garten/,2026-09-26,"Kontext: KI-Garten in DE = How-to, nicht Fantasy-Visuals."
@ddr.kult,https://www.instagram.com/ddr.kult/,Instagram,"KI-Nostalgie DDR (Kontext, nicht KI)",'Originale Aufnahmen & Retro-Vibes' – DDR-Ostalgie,DE,UNKNOWN,UNKNOWN,UNKNOWN,76000,2026-09-26,"THIRD-PARTY OBSERVED (Suchmaschinen-Snippet, Datum unklar)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,keine datierten Snapshots gefunden,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN (Selbstbeschreibung: Originalaufnahmen),Suchmaschinen-Snippet,UNKNOWN,Mid (50-100K),UNKNOWN,UNKNOWN,UNKNOWN,https://www.instagram.com/ddr.kult/ (WebSearch-Snippet 2026-09-26),2026-09-26,"DDR-Nachfrage belegt, aber mit Archivmaterial statt KI -> KI-Rekonstruktions-Lücke."
