handle,url,plattform,nische_cluster,unter_nische,land_sprache,account_alter_oder_start,erstes_sichtbares_posting,start_datenqualitaet,follower_heute,follower_heute_datum,follower_heute_dq,follower_vor_30d,follower_vor_60d,follower_vor_90d,follower_vor_120d,follower_historie_quelle,follower_historie_dq,posts,posts_dq,posts_pro_woche,median_reel_views,median_dq,top_reel_url,top_reel_views,top_reel_datum,top5_reels,top_reels_dq,anzahl_reels_ueber_1m_bekannt,engagement_hinweis,ai_status,ai_beleg,ai_tools,klasse,emerging_outlier,affiliate_oder_monetarisierung_sichtbar,link_in_bio,quelle_urls,pruefdatum,notizen
aifruitstory_,https://www.instagram.com/aifruitstory_/,Instagram,AI Food,AI Fruit Stories (Daily),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-18),UNKNOWN,223,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,57,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.0 (ESTIMATED aus letzten 6 Posts, 2026-09-18..2026-09-23)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"33-163 Likes bei 223 Followern (Ratio bis 0,73)",VERIFIED,"Bio ""AI Fruit Stories""",UNKNOWN,-,schwach (Likes nahe Followerzahl),UNKNOWN,keiner,https://www.instastatistics.com/aifruitstory_,2026-09-26,"Taeglich aktiv (Sep 2026), Mikro-Account."
tinykitchen.ai,https://www.instagram.com/tinykitchen.ai/,Instagram,AI Miniatures,AI Tiny Kitchen / Miniature Cooking,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-07-05),UNKNOWN,5,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">3/Tag (ESTIMATED, letzte 4 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Tiny AI Kitchen / Hyper-realistic miniature cooking""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/tinykitchen.ai,2026-09-26,"Copycat-Indikator: 4 Posts am 2026-07-05, 5 Follower, danach aufgegeben (Trend ""Miniature Cooking Viral Videos"", vgl. hassaneditor 2026-07)."
grannyremedies,https://www.instagram.com/grannyremedies/,Instagram,AI Baby/Character,AI-animated Herbal Granny (Copycat),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-26),UNKNOWN,8,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"0.0 (ESTIMATED aus letzten 3 Posts, 2025-07-26..2026-05-22)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI-animated archive""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/grannyremedies,2026-09-26,"Copycat des Grandma-Remedies-Formats: 3 Posts, 8 Follower."
official.ai.asmr,https://www.instagram.com/official.ai.asmr/,Instagram,AI Satisfying/ASMR,"AI ASMR (Cat-ASMR, Fruit-Eraser, Sponge)",EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-04),UNKNOWN,3153,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,56,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.5 (ESTIMATED aus letzten 6 Posts, 2025-07-04..2025-07-14)",UNKNOWN,UNKNOWN,https://www.instagram.com/reel/DLraBntJMiE/,UNKNOWN (2.216 Likes),2025-07-04,UNKNOWN,THIRD-PARTY OBSERVED (Instastatistics) (Likes),UNKNOWN,UNKNOWN,VERIFIED,"Bio ""#asmr but make it AI""; Hashtags #aiasmr #aivideo",UNKNOWN,-,"schwach (Like/Follower bis 0,7; 2025)",Beacons-Link (YT-Traffic),https://beacons.ai/officialaiasmr,https://www.instastatistics.com/official.ai.asmr,2026-09-26,Welle Juni/Juli 2025 (Veo-3-Glass-Fruit); seit 2025-07 keine neuen Posts sichtbar -> abgeebbt.
glassfruitasmr,https://www.instagram.com/glassfruitasmr/,Instagram,AI Satisfying/ASMR,AI Glass Fruit Cutting,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-06-17),UNKNOWN,37,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"14.0 (ESTIMATED aus letzten 3 Posts, 2025-06-17..2025-06-18)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY,"Format ""Glass Fruit Cutting ASMR"" ist physikalisch unmoeglich (Glasfrucht) und Veo-3-typisch; keine Selbstauskunft",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/glassfruitasmr,2026-09-26,"3 Posts Juni 2025, 37 Follower – Copycat der Glass-Fruit-Welle."
ai.glassfruit,https://www.instagram.com/ai.glassfruit/,Instagram,AI Satisfying/ASMR,AI Glass Fruit,IN/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-07-13),UNKNOWN,15,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,14,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"6.8 (ESTIMATED aus letzten 6 Posts, 2025-07-13..2025-07-18)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""It is ai make video using creative ideas""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.glassfruit,2026-09-26,"Copycat Juli 2025, 15 Follower."
aiasmrvideos,https://www.instagram.com/aiasmrvideos/,Instagram,AI Satisfying/ASMR,AI ASMR Relaxation,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-08-18),UNKNOWN,4,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,3,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),">2/Tag (ESTIMATED, letzte 3 Posts <24h)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI ASMR videos""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/aiasmrvideos,2026-09-26,"3 Posts am 2026-08-18, 4 Follower – Neueinsteiger ohne Traktion."
ai.smr.videos,https://www.instagram.com/ai.smr.videos/,Instagram,AI Satisfying/ASMR,AI ASMR,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-06-18),UNKNOWN,19,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,23,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"9.0 (ESTIMATED aus letzten 6 Posts, 2025-06-18..2025-06-22)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""AI generated ASMR videos""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.smr.videos,2026-09-26,"Juni 2025, 19 Follower, inaktiv."
pixie.ai,https://www.instagram.com/pixie.ai/,Instagram,AI Miniatures,Tiny AI Baby-Couple-Comedy (Hindi/Desi),IN/Hindi,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2026-09-21),UNKNOWN,3262,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,54,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"8.5 (ESTIMATED aus letzten 6 Posts, 2026-09-21..2026-09-25)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0-123 Likes; ~9 Posts/Woche,VERIFIED,"Handle/Hashtags #aireels, Caption ""ai baby comedy"", ""pixie ai""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/pixie.ai,2026-09-26,Tiny-Characters + Baby-Comedy-Hybrid; Mikro (3.262 Follower).
miniatureai815,https://www.instagram.com/miniatureai815/,Instagram,AI Miniatures,AI Miniature Art (KR),KR/EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-06-14),UNKNOWN,18,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,17,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.6 (ESTIMATED aus letzten 6 Posts, 2025-06-14..2025-07-05)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Exploring AI miniature art""; #aiminiature",UNKNOWN,-,nein,UNKNOWN,https://miniatureai.tistory.com,https://www.instastatistics.com/miniatureai815,2026-09-26,"Mikro (18 Follower), inaktiv seit 2025-07."
ai.miniature,https://www.instagram.com/ai.miniature/,Instagram,AI Miniatures,AI Miniature/Tiny World,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-03-06),UNKNOWN,51,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,8,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.1 (ESTIMATED aus letzten 6 Posts, 2025-03-06..2025-03-11)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY,"Accountname + Bio ""Bending reality""; keine explizite Selbstauskunft",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/ai.miniature,2026-09-26,"Maerz 2025, 51 Follower, inaktiv."
tiny.world.ai,https://www.instagram.com/tiny.world.ai/,Instagram,AI Miniatures,AI Tiny World Edits,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-12-16),UNKNOWN,15,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"1.0 (ESTIMATED aus letzten 5 Posts, 2025-12-16..2026-01-13)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""Funny edits with ai""",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/tiny.world.ai,2026-09-26,"Dez 2025-Jan 2026, 15 Follower."
diorama.dreams,https://www.instagram.com/diorama.dreams/,Instagram,AI Miniatures,AI Diorama Art (Midjourney),EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2022-10-01),UNKNOWN,50,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,51,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"7.4 (ESTIMATED aus letzten 6 Posts, 2022-10-01..2022-10-06)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VERIFIED,"Bio ""#AI Art Experiments using #Midjourney""",Midjourney,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/diorama.dreams,2026-09-26,"Legacy 2022, inaktiv – Kontext."
babypodcast.ai,https://www.instagram.com/babypodcast.ai/,Instagram,AI Baby/Character,AI Baby Podcast,EN,UNKNOWN,UNKNOWN (nur letzte 6 Posts sichtbar; aeltester davon 2025-05-25),UNKNOWN,4,2026-09-26,THIRD-PARTY OBSERVED (Instastatistics Live-Abruf 2026-09-26),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2,THIRD-PARTY OBSERVED (Instastatistics 2026-09-26),"3.3 (ESTIMATED aus letzten 2 Posts, 2025-05-25..2025-05-27)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LIKELY,"Accountname ""Babypodcast AI""; Format (sprechende Babys) nur per KI-Lipsync produzierbar",UNKNOWN,-,nein,UNKNOWN,keiner,https://www.instastatistics.com/babypodcast.ai,2026-09-26,"Copycat Mai 2025 (2 Posts, 4 Follower). Baby-Podcast-Welle 2025 inzwischen ohne neue Breakouts gefunden."
